parent_sctid,parent_sctid_2,parent_sctid_3,concept_sctid,fsn,pref_term,kp_clinician_display_name,icd9-CM,icd10-CM,kp_patient_display_name
63988001,,,15631491000119100,Left intermittent exotropia (disorder),Left intermittent exotropia,Left intermittent exotropia,378.20,H50.30,Left intermittent exotropia
65636009,,,340171000119105,Left keratoconus (disorder),Left keratoconus,Left keratoconus,371.60,H18.602,Left keratoconus (eye condition)
22878006,,,11791081000119109,Left knee contusion (disorder),Left knee contusion,Left knee contusion,924.11,S80.02XA,Left knee contusion
54888009,,,11760701000119108,Left knee sprain (disorder),Left knee sprain,Left knee sprain,844.9,S83.92XA,Left knee sprain
202855006,,,312411000119100,Left lateral epicondylitis (disorder),Left lateral epicondylitis,Left lateral epicondylitis,726.32,M77.12,Left lateral epicondylitis
50485007,,,339921000119104,Left low tension glaucoma (disorder),Left low tension glaucoma,Left normal tension glaucoma,365.12,H40.1220,Left low tension glaucoma
,,,301716002,Left lower quadrant pain (finding),Left lower quadrant pain,LLQ abdominal pain,789.04,R10.32,"Abdominal pain, left lower"
422338006,,,12239141000119103,Left macular degeneration (disorder),Left macular degeneration,Left macular degeneration,362.50,H35.30,Left macular degeneration
367649002,,,339571000119105,Left macular pucker (disorder),Left macular pucker,Left macular pucker,362.56,H35.372,Left macular pucker (eye condition)
53430007,,,12242471000119107,Left mastodynia (finding),Left mastodynia,Left mastodynia,611.71,N64.4,Left mastodynia
85007004,,,290251000119106,Left meralgia paresthetica (disorder),Left meralgia paresthetica,Left meralgia paresthetica,355.1,G57.12,"Meralgia paresthetica, L leg"
77507001,,,18701000119107,Left mixed conductive and sensorineural hearing loss (disorder),Left mixed conductive and sensorineural hearing loss,Left mixed hearing loss,389.21,H90.72,"Hearing loss, mixed, left"
57190000,,,339301000119109,Left myopia (disorder),Left myopia,Left myopia,367.1,H52.12,Left myopia (eye condition)
414875008,,,15632971000119103,Left nonexudative age-related macular degeneration (disorder),Left nonexudative age-related macular degeneration,Left nonexudative age related macular degeneration,362.51,H35.31,Left nonexudative age related macular degeneration
425940002,,,314591000119101,Left olecranon bursitis (disorder),Left olecranon bursitis,Bursitis of left olecranon bursa,726.33,M70.22,Left olecranon bursitis
84494001,,,12239341000119100,Left open angle glaucoma (disorder),Left open angle glaucoma,Left open angle glaucoma,365.10,H40.10X0,Left open angle glaucoma
3135009,,,1089331000119109,Left otitis externa (disorder),Left otitis externa,Left otitis externa,380.10,H60.92,Left otitis externa
65363002,,,1089341000119100,Left otitis media (disorder),Left otitis media,Left otitis media,382.9,H66.92,Left otitis media
79883001,,,12238591000119108,Left ovarian cyst (disorder),Left ovarian cyst,Left ovarian cyst,620.2,N83.20,Left ovarian cyst
37785001,,,317511000119102,Left patellar tendonitis (disorder),Left patellar tendonitis,Tendinitis of left patellar tendon,726.64,M76.52,Left patellar tendinitis
239732001,,,317531000119107,Left patellofemoral disorder (disorder),Left patellofemoral disorder,Patellofemoral disorder of left knee,717.89,M22.2X2,Patellofemoral disorder of left knee
430725003,,,1075341000119107,Left patellofemoral syndrome (disorder),Left patellofemoral syndrome,Left patellofemoral syndrome,719.46,M22.2X2,Left patellofemoral syndrome
48532005,,,11794601000119107,Left pectoralis strain (disorder),Left pectoralis strain,Left pectoralis strain,848.8,S29.011A,Left pectoralis strain
87614000,,,338701000119104,Left pinguecula (disorder),Left pinguecula,Left pinguecula,372.51,H11.152,Left pinguecula (eye condition)
202882003,,,12241271000119101,Left plantar fasciitis (disorder),Left plantar fasciitis,Left plantar fasciitis,728.71,M72.2,Left plantar fasciitis
63440008,,,12241911000119102,Left plantar wart (disorder),Left plantar wart,Left plantar wart,078.12,B07.0,Left plantar wart
247081001,,,348511000119106,Left posterior vitreous detachment (disorder),Left posterior vitreous detachment,Left posterior vitreous detachment,379.21,H43.812,Left posterior vitreous detachment
77075001,,,15633321000119108,Left primary open angle glaucoma (disorder),Left primary open angle glaucoma,Left primary open angle glaucoma,365.11/365.70,H40.11X0,Left primary open angle glaucoma
77489003,,,338441000119105,Left pterygium (disorder),Left pterygium,Left pterygium,372.40,H11.002,Left pterygium (eye condition)
11934000,,,335151000119107,Left ptosis of eyelid (disorder),Left ptosis of eyelid,Right eyelid ptosis,374.30,H02.401,Right eyelid ptosis
194287004,,,1089551000119105,Left recurrent otitis media (disorder),Left recurrent otitis media,Left recurrent otitis media,382.9,H66.92,Left recurrent otitis media
68905002,,,338301000119100,Left regular astigmatism (disorder),Left regular astigmatism,Left regular astigmatism,367.21,H52.222,Left regular astigmatism (eye condition)
42059000,,,15633201000119106,Left retinal detachment (disorder),Left retinal detachment,Left retinal detachment,361.9,H33.22,Left retinal detachment (eye condition)
3577000,,,338091000119108,Left retinal lattice degeneration (disorder),Left retinal lattice degeneration,Left retinal lattice degeneration,362.63,H35.412,Left retinal lattice degeneration
961000119104,,,11819131000119105,Left rotator cuff capsule sprain (disorder),Left rotator cuff capsule sprain,Left rotator cuff capsule sprain,840.4,S43.422A,Left rotator cuff capsule sprain
4106009,,,320021000119106,Left rotator cuff syndrome (disorder),Left rotator cuff syndrome,Left rotator cuff syndrome,726.10,M75.102,Left rotator cuff syndrome
414033006,,,11892411000119102,Left rotator cuff tear (disorder),Left rotator cuff tear,Left rotator cuff tear,840.4,M75.102,Left rotator cuff tear
202487003,,,12242551000119102,Left sacroiliac joint pain (finding),Left sacroiliac joint pain,Left sacroiliac joint pain,719.48,M53.3,Left sacroiliac joint pain
55146009,,,12241351000119100,Left sacroiliitis (disorder),Left sacroiliitis,Left sacroiliitis,720.2,M46.1,Left sacroiliitis
18410006,,,15631571000119102,Left scarred macula (disorder),Left scarred macula,Left macular scar,363.32,H31.012,Left macular scar
39450006,,,10999321000119108,Left senile cataract (disorder),Left senile cataract,Left age related cataract,366.10,H25.9,Left age related cataract
11422002,,,347541000119109,Left senile combined form cataract (disorder),Left age related combined form cataract,Left age related combined form cataract,366.19,H25.812,Age related left combined form cataract
60700002,,,23631000119109,Left sensorineural hearing loss (disorder),Left sensorineural hearing loss,Left sensorineural hearing loss,389.15,H90.42,"Hearing loss, sensorineural, left"
80327007,,,1089581000119103,Left serous otitis media (disorder),Left serous otitis media,Left serous otitis media,381.4,H65.92,Left serous otitis media
40257000,,,11824881000119105,Left shoulder contusion (disorder),Left shoulder contusion,Left shoulder contusion,923.00,S40.012A,Left shoulder contusion
48532005,,,11769771000119105,Left shoulder muscle strain (disorder),Left shoulder muscle strain,Left shoulder muscle strain,840.9,S46.912A,Left shoulder muscle strain
3199001,,,11819211000119105,Left shoulder sprain (disorder),Left shoulder sprain,Left shoulder sprain,840.9,S43.402A,Left shoulder sprain
10085004,,,313561000119106,Left sided metatarsalgia (disorder),Left sided metatarsalgia,Left metatarsalgia,726.70,M77.42,Left metatarsalgia
129179000,,,291941000119106,Left sided piriformis syndrome (disorder),Left sided piriformis syndrome,Left piriformis syndrome,355.0,G57.02,"Piriformis syndrome, left"
23056005,,,320281000119104,Left sided sciatica (disorder),Left sided sciatica,"Sciatica, left side",724.3,M54.32,"Sciatica, left side"
41888000,,,12241711000119100,Left temporomandibular joint disorder (disorder),Left temporomandibular joint disorder,Left TMJ disorder,524.60,M26.60,Left TMJ (temporomandibular joint) disorder
442372009,,,11830281000119103,Left thigh muscle strain (disorder),Left thigh muscle strain,Left thigh muscle strain,843.9,S76.912A,Left thigh muscle strain
300955002,,,1076751000119100,Left thumb pain (finding),Left thumb pain,Left thumb pain,729.5,M79.645,Left thumb pain
60862001,,,4841000119106,Left tinnitus (finding),Left tinnitus,Left tinnitus,388.30,H93.12,"Tinnitus (ringing in the ear), left"
438505003,,,11778401000119109,Left trapezius strain (disorder),Left trapezius strain,Left trapezius strain,840.8,S46.812A,Left trapezius strain
31681005,,,12242071000119103,Left trigeminal neuralgia (disorder),Left trigeminal neuralgia,Left trigeminal neuralgia,350.1,G50.0,Trigeminal neuralgia (nerve pain)
128618006,,,12239791000119107,Left trigger finger (disorder),Left trigger finger,Left trigger finger,727.03,M65.30,Left trigger finger
7674000,,,323021000119103,Left trochanteric bursitis (disorder),Left trochanteric bursitis,Bursitis of left trochanteric bursa,726.5,M70.62,Left trochanteric bursitis
359837005,,,292721000119107,Left ulnar neuropathy (disorder),Left ulnar neuropathy,Left ulnar neuropathy,354.2,G56.22,Left ulnar neuropathy
48532005,,,11769731000119107,Left upper arm muscle strain (disorder),Left upper arm muscle strain,Left upper arm muscle strain,840.9,S46.912A,Left upper arm muscle strain
,,,301715003,Left upper quadrant pain (finding),Left upper quadrant pain,LUQ abdominal pain,789.02,R10.12,"Abdominal pain, left upper"
24596005,,,341891000119107,Left venous retinal branch occlusion (disorder),Left venous retinal branch occlusion,Left branch retinal vein occlusion,362.36,H34.832,Left branch retinal vein occusion
,,,55827005,Left ventricular hypertrophy (disorder),Left ventricular hypertrophy,Left ventricular hypertrophy,429.3,I51.7,LEFT VENTRICULAR HYPERTROPHY
,,,134401001,Left ventricular systolic dysfunction (disorder),Left ventricular systolic dysfunction,Left ventricular systolic dysfunction,429.9,I51.9,Left ventricular systolic dysfunction
53772007,,,348461000119108,Left vitreous detachment (disorder),Left vitreous detachment,Left vitreous detachment,379.21,H43.812,Left vitreous detachment (eye condition)
15013002,,,679761000119104,Left vitreous floaters (disorder),Left vitreous floaters,Left vitreous floaters,379.24,H43.392,L vitreous floaters
31341008,,,336981000119105,Left vitreous hemorrhage (disorder),Left vitreous hemorrhage,Left vitreous hemorrhage,379.23,H43.12,left vitreous hemorrhage (eye condition)
441702008,,,11826751000119104,Left wrist muscle strain (disorder),Left wrist muscle strain,Left wrist muscle strain,842.00,S66.912A,Left wrist muscle strain
70704007,,,11803011000119104,Left wrist sprain (disorder),Left wrist sprain,Left wrist sprain,842.00,S63.502A,Left wrist sprain
,,,45939007,Leg length inequality (finding),Leg length inequality,Inequality of leg length,736.81,M21.769,Inequality of leg length
,,,193731001,Legal blindness USA (disorder),Legal blindness USA,Legal blindness usa,369.4,H54.8,Legal blindness USA
20376005,,,146801000119103,Leiomyoma (disorder),Leiomyoma,Leiomyoma,215.9,D21.9,LEIOMYOMA
,,,398744007,Lentigo (disorder),Lentigo,Lentigo,709.09,L81.4,Lentigo (brown spot on skin)
,,,300457003,Lesion of bladder (finding),Lesion of bladder,Bladder lesion,596.9,N32.9,Bladder lesion
,,,300331000,Lesion of liver (finding),Lesion of liver,Liver lesion,573.8,K76.89,Liver lesion
400082007,,,121000119106,Lesion of skin of face (disorder),Lesion of skin of face,Skin lesion of face,709.9,L98.9,Skin lesion of face
,,,289474006,Lesion of vulva (finding),Lesion of vulva,Vulvar lesion,624.8,N90.89,Lesion of vulva
,,,111583006,Leukocytosis (disorder),Leukocytosis,Leukocytosis,288.60,D72.829,Leukocytosis (increase white blood cells in blood)
,,,84828003,Leukopenia (disorder),Leukopenia,Leukopenia,288.50,D72.819,Leukopenia (decreased white blood cells in blood)
,,,4776004,Lichen planus (disorder),Lichen planus,Lichen planus,697.0,L43.9,Lichen planus
,,,25674000,Lichen sclerosus et atrophicus (disorder),Lichen sclerosus et atrophicus,Lichen sclerosus et atrophicus,701.0,L90.0,Lichen sclerosus et atrophicus
,,,53891004,Lichen simplex chronicus (disorder),Lichen simplex chronicus,Lichen simplex chronicus,698.3,L28.0,Lichen simplex chronicus
,,,386705008,Lightheadedness (finding),Lightheadedness,Lightheadedness,780.4,R42,Light headedness
,,,93163002,Lipoma (disorder),Lipoma (clinical),Lipoma,214.9,D17.9,Lipoma (fatty mass)
,,,109841003,Liver cell carcinoma (disorder),Liver cell carcinoma (clinical),Hepatocellular carcinoma,155.0,C22.0,"Cancer of the liver, hepatocellular"
,,,85057007,Liver cyst (disorder),Liver cyst,Liver cyst,573.8,K76.89,Liver cyst
,,,166643006,Liver enzymes abnormal (finding),Liver enzymes abnormal,Abnl liver enzymes,790.5,R94.5,Abnormal liver enzymes
,,,166603001,Liver function tests abnormal (finding),Liver function tests abnormal,Elevated liver function test,790.6,R94.5,Elevated liver function test
,,,300332007,Liver mass (finding),Liver mass,Liver mass,573.8,R16.0,Liver mass
,,,9651007,Long QT syndrome (disorder),Long QT syndrome,Long QT syndrome,426.82,I45.81,Prolonged qt interval syndrome
,,,79890006,Loss of appetite (finding),Loss of appetite,Anorexia,783.0,R63.0,Anorexia
,,,44169009,Loss of sense of smell (finding),Loss of sense of smell,Anosmia,781.1,R43.0,Anosmia (loss of sense of smell)
,,,279039007,Low back pain (finding),Low back pain,Low back pain,724.2,M54.5,Low back pain
91957002,,,9121000119106,Low back pain in pregnancy (disorder),Low back pain in pregnancy,Low back pain in pregnancy,646.83/724.2,O99.89/M54.5,Low back pain in pregnancy
,,,300956001,Low back strain (disorder),Low back strain,Lumbar muscle strain,847.2,S39.012A,Lumbar muscle strain
,,,45007003,Low blood pressure (disorder),Low blood pressure,Hypotension,458.9,I95.9,Hypotension (low blood pressure)
439855007,,,126301000119106,Low grade squamous intraepithelial lesion on anal Papanicolaou smear (finding),Low grade squamous intraepithelial lesion on anal Papanicolaou smear,Abnl anal Pap LGSIL (low grade squamous intraepithelial lesion),796.73,R85.612,Low grade squamous intraepithelial lesion anus
439856008,,,126351000119105,Low grade squamous intraepithelial lesion on vaginal Papanicolaou smear (finding),Low grade squamous intraepithelial lesion on vaginal Papanicolaou smear,Abnl vaginal Pap LGSIL (low grade squamous intraepithelial lesion),795.13,R87.622,Low grade squamous intraepithelial lesion of vagina
165626000,,,126121000119104,Low serum ferritin (finding),Low serum ferritin,Low serum ferritin,790.6,E61.1,Low serum ferritin
,,,54586004,Lower abdominal pain (finding),Lower abdominal pain,Lower abdominal pain,789.09,R10.30,"Abdominal pain, lower"
,,,87763006,Lower gastrointestinal hemorrhage (disorder),Lower gastrointestinal hemorrhage,Lower GI hemorrhage,578.9,K92.2,Lower gastrointestinal hemorrhage
,,,307541003,Lower urinary tract symptoms (finding),Lower urinary tract symptoms,Lower urinary tract symptoms,788.99,R39.9,Lower urinary tract symptoms (LUTS)
307541003,,,30041000119101,Lower urinary tract symptoms due to benign prostatic hypertrophy (finding),Lower urinary tract symptoms due to benign prostatic hypertrophy,BPH w lower urinary tract symptoms,600.01,N40.1,Benign prostatic hyperplasia w/ urinary symptoms
,,,202735001,Lumbar disc prolapse with radiculopathy (disorder),Lumbar disc prolapse with radiculopathy,Lumbar disc herniation w radiculopathy,722.10,M51.16,Lumbar disc herniation with radiculopathy
